director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Beeban Kidron,Colin Firth,Jim Broadbent,Celia Imrie,Comedy Drama Romance,bridget jones: the edge of reason,Beeban Kidron Colin Firth Jim Broadbent Celia Imrie Comedy Drama Romance
Carl Franklin,Denzel Washington,Sanaa Lathan,John Billingsley,Crime Drama Romance Thriller,out of time,Carl Franklin Denzel Washington Sanaa Lathan John Billingsley Crime Drama Romance Thriller
Steven Seagal,Mike Starr,Joan Chen,Sven-Ole Thorsen,Action Adventure Thriller,on deadly ground,Steven Seagal Mike Starr Joan Chen Sven-Ole Thorsen Action Adventure Thriller
Robert Rodriguez,Taylor Lautner,Kristin Davis,Taylor Dooley,Action Adventure Family Fantasy,the adventures of sharkboy and lavagirl 3-d,Robert Rodriguez Taylor Lautner Kristin Davis Taylor Dooley Action Adventure Family Fantasy
Danny Boyle,Leonardo DiCaprio,Virginie Ledoyen,Peter Youngblood Hills,Adventure Drama Thriller,the beach,Danny Boyle Leonardo DiCaprio Virginie Ledoyen Peter Youngblood Hills Adventure Drama Thriller
Garry Marshall,Amber Valletta,Felicity Huffman,Spencer Breslin,Comedy Drama Romance,raising helen,Garry Marshall Amber Valletta Felicity Huffman Spencer Breslin Comedy Drama Romance
James McTeigue,Shô Kosugi,Ben Miles,Rain,Action Crime Thriller,ninja assassin,James McTeigue Shô Kosugi Ben Miles Rain Action Crime Thriller
Sam Raimi,J.K. Simmons,Kelly Preston,Carmine Giovinazzo,Drama Romance Sport,for love of the game,Sam Raimi J.K. Simmons Kelly Preston Carmine Giovinazzo Drama Romance Sport
Unknown,David Jason,Bruce Alexander,John Lyons,Crime Drama Mystery,a touch of frost            ,Unknown David Jason Bruce Alexander John Lyons Crime Drama Mystery
Andrew Bergman,Demi Moore,Rumer Willis,Paul Guilfoyle,Comedy Crime Drama Thriller,striptease,Andrew Bergman Demi Moore Rumer Willis Paul Guilfoyle Comedy Crime Drama Thriller
Tom Dey,Emma Stone,Judy Greer,Steve Coogan,Comedy Family,marmaduke,Tom Dey Emma Stone Judy Greer Steve Coogan Comedy Family
Clint Eastwood,Matt Damon,Jay Mohr,Cécile De France,Drama Fantasy,hereafter,Clint Eastwood Matt Damon Jay Mohr Cécile De France Drama Fantasy
Richard Donner,Muse Watson,Sylvester Stallone,Kelly Rowan,Action Crime Thriller,assassins,Richard Donner Muse Watson Sylvester Stallone Kelly Rowan Action Crime Thriller
Peter Webber,Li Gong,Stephen Walters,Richard Brake,Crime Drama Thriller,hannibal rising,Peter Webber Li Gong Stephen Walters Richard Brake Crime Drama Thriller
Rob Reiner,Bruce Willis,Tim Matheson,Rita Wilson,Comedy Drama Romance,the story of us,Rob Reiner Bruce Willis Tim Matheson Rita Wilson Comedy Drama Romance
John McTiernan,Connie Nielsen,Harry Connick Jr.,Tim Daly,Action Crime Drama Mystery Thriller,basic,John McTiernan Connie Nielsen Harry Connick Jr. Tim Daly Action Crime Drama Mystery Thriller
Clint Eastwood,Clint Eastwood,Anjelica Huston,Rick Hoffman,Action Crime Drama Mystery Thriller,blood work,Clint Eastwood Clint Eastwood Anjelica Huston Rick Hoffman Action Crime Drama Mystery Thriller
Tom Tykwer,Naomi Watts,Brían F. O'Byrne,Armin Mueller-Stahl,Action Crime Drama Mystery Thriller,the international,Tom Tykwer Naomi Watts Brían F. O'Byrne Armin Mueller-Stahl Action Crime Drama Mystery Thriller
John Carpenter,Steve Buscemi,Valeria Golino,Michelle Forbes,Action Adventure Sci-Fi Thriller,escape from l.a.,John Carpenter Steve Buscemi Valeria Golino Michelle Forbes Action Adventure Sci-Fi Thriller
Unknown,Grey Damon,Brittany Curran,Aaron Hill,Drama Mystery Thriller,twisted            ,Unknown Grey Damon Brittany Curran Aaron Hill Drama Mystery Thriller
Brad Bird,Vin Diesel,Harry Connick Jr.,M. Emmet Walsh,Action Adventure Animation Comedy Drama Family Sci-Fi,the iron giant,Brad Bird Vin Diesel Harry Connick Jr. M. Emmet Walsh Action Adventure Animation Comedy Drama Family Sci-Fi
Wes Anderson,Bill Murray,Anjelica Huston,Matthew Gray Gubler,Adventure Comedy Drama,the life aquatic with steve zissou,Wes Anderson Bill Murray Anjelica Huston Matthew Gray Gubler Adventure Comedy Drama
Gary Ross,Matthew McConaughey,Donald Watkins,Jessica Collins,Action Biography Drama History War,free state of jones,Gary Ross Matthew McConaughey Donald Watkins Jessica Collins Action Biography Drama History War
Alan Parker,Kevin Spacey,Kate Winslet,Matt Craven,Crime Drama Thriller,the life of david gale,Alan Parker Kevin Spacey Kate Winslet Matt Craven Crime Drama Thriller
Stephen Herek,Christina Milian,Vanessa Ferlito,Kelli Garner,Action Comedy,man of the house,Stephen Herek Christina Milian Vanessa Ferlito Kelli Garner Action Comedy
Jaume Collet-Serra,Liam Neeson,Common,Bruce McGill,Action Crime Drama Thriller,run all night,Jaume Collet-Serra Liam Neeson Common Bruce McGill Action Crime Drama Thriller
David Cronenberg,Viggo Mortensen,Naomi Watts,Raza Jaffrey,Crime Mystery Thriller,eastern promises,David Cronenberg Viggo Mortensen Naomi Watts Raza Jaffrey Crime Mystery Thriller
John Stockwell,Paul Walker,James Frain,Ashley Scott,Action Adventure Crime Thriller,into the blue,John Stockwell Paul Walker James Frain Ashley Scott Action Adventure Crime Thriller
Luc Besson,Paul Brooke,David Bailie,Rab Affleck,Adventure Biography Drama History War,the messenger: the story of joan of arc,Luc Besson Paul Brooke David Bailie Rab Affleck Adventure Biography Drama History War
David Gordon Green,Natalie Portman,Zooey Deschanel,James Franco,Adventure Comedy Fantasy,your highness,David Gordon Green Natalie Portman Zooey Deschanel James Franco Adventure Comedy Fantasy
Jim Sheridan,Naomi Watts,Gregory Smith,Sarah Gadon,Drama Mystery Thriller,dream house,Jim Sheridan Naomi Watts Gregory Smith Sarah Gadon Drama Mystery Thriller
Costa-Gavras,Mia Kirshner,Blythe Danner,William Atherton,Crime Drama Thriller,mad city,Costa-Gavras Mia Kirshner Blythe Danner William Atherton Crime Drama Thriller
Patrick Read Johnson,Joe Mantegna,Lara Flynn Boyle,Cynthia Nixon,Adventure Comedy Crime Drama Family,baby's day out,Patrick Read Johnson Joe Mantegna Lara Flynn Boyle Cynthia Nixon Adventure Comedy Crime Drama Family
Roland Joffé,Gary Oldman,Robert Duvall,Demi Moore,Drama Romance,the scarlet letter,Roland Joffé Gary Oldman Robert Duvall Demi Moore Drama Romance
Doug Liman,Naomi Watts,Ty Burrell,Brooke Smith,Biography Drama Thriller,fair game,Doug Liman Naomi Watts Ty Burrell Brooke Smith Biography Drama Thriller
Unknown,Julie Benz,Tony Curran,Grant Bowler,Action Drama Sci-Fi,defiance            ,Unknown Julie Benz Tony Curran Grant Bowler Action Drama Sci-Fi
Tony Scott,Ian Ziering,Mo'Nique,Edgar Ramírez,Action Biography Crime Drama Thriller,domino,Tony Scott Ian Ziering Mo'Nique Edgar Ramírez Action Biography Crime Drama Thriller
William Friedkin,Michael Biehn,Chazz Palminteri,Linda Fiorentino,Crime Drama Thriller,jade,William Friedkin Michael Biehn Chazz Palminteri Linda Fiorentino Crime Drama Thriller
Mark Neveldine,Gerard Butler,Logan Lerman,Alison Lohman,Action Sci-Fi Thriller,gamer,Mark Neveldine Gerard Butler Logan Lerman Alison Lohman Action Sci-Fi Thriller
Richard LaGravenese,Alden Ehrenreich,Zoey Deutch,Pruitt Taylor Vince,Drama Fantasy Romance,beautiful creatures,Richard LaGravenese Alden Ehrenreich Zoey Deutch Pruitt Taylor Vince Drama Fantasy Romance
Danny DeVito,Robin Williams,Vincent Schiavelli,Danny Woodburn,Comedy Crime Drama Thriller,death to smoochy,Danny DeVito Robin Williams Vincent Schiavelli Danny Woodburn Comedy Crime Drama Thriller
Ben Stiller,Milla Jovovich,Will Ferrell,Justin Theroux,Comedy,zoolander 2,Ben Stiller Milla Jovovich Will Ferrell Justin Theroux Comedy
George Armitage,Morgan Freeman,Andrew Wilson,Willie Nelson,Comedy Crime,the big bounce,George Armitage Morgan Freeman Andrew Wilson Willie Nelson Comedy Crime
Mike Nichols,Judy Greer,Linda Fiorentino,Garry Shandling,Comedy Sci-Fi,what planet are you from?,Mike Nichols Judy Greer Linda Fiorentino Garry Shandling Comedy Sci-Fi
Patrick Lussier,Nicolas Cage,Billy Burke,Katy Mixon,Action Fantasy Thriller,drive angry,Patrick Lussier Nicolas Cage Billy Burke Katy Mixon Action Fantasy Thriller
Andrzej Bartkowiak,Chris Klein,Robin Shou,Josie Ho,Action Crime Drama Mystery Thriller,street fighter: the legend of chun-li,Andrzej Bartkowiak Chris Klein Robin Shou Josie Ho Action Crime Drama Mystery Thriller
James Wong,Jason Statham,Jet Li,Delroy Lindo,Action Sci-Fi Thriller,the one,James Wong Jason Statham Jet Li Delroy Lindo Action Sci-Fi Thriller
Unknown,Tobias Menzies,Graham McTavish,Stephen Walters,Drama Romance Sci-Fi,outlander            ,Unknown Tobias Menzies Graham McTavish Stephen Walters Drama Romance Sci-Fi
Renny Harlin,Lauren Holly,Gilbert Gottfried,David Patrick Kelly,Action Adventure Comedy Crime Music Mystery,the adventures of ford fairlane,Renny Harlin Lauren Holly Gilbert Gottfried David Patrick Kelly Action Adventure Comedy Crime Music Mystery
Richard Curtis,Philip Seymour Hoffman,Charlie Rowe,Tom Sturridge,Comedy Drama Music,pirate radio,Richard Curtis Philip Seymour Hoffman Charlie Rowe Tom Sturridge Comedy Drama Music
Steven Soderbergh,Michael O'Neill,Jacob Vargas,James Lew,Crime Drama Thriller,traffic,Steven Soderbergh Michael O'Neill Jacob Vargas James Lew Crime Drama Thriller
Steven Spielberg,Harrison Ford,Julian Glover,Alison Doody,Action Adventure Fantasy,indiana jones and the last crusade,Steven Spielberg Harrison Ford Julian Glover Alison Doody Action Adventure Fantasy
Joe Wright,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen,Drama Romance,anna karenina,Joe Wright Kelly Macdonald Guro Nagelhus Schia Matthew Macfadyen Drama Romance
Neill Blomkamp,Hugh Jackman,Sharlto Copley,Jose Pablo Cantillo,Action Crime Drama Sci-Fi Thriller,chappie,Neill Blomkamp Hugh Jackman Sharlto Copley Jose Pablo Cantillo Action Crime Drama Sci-Fi Thriller
Phillip Noyce,Denzel Washington,Angelina Jolie Pitt,Leland Orser,Crime Drama Mystery Thriller,the bone collector,Phillip Noyce Denzel Washington Angelina Jolie Pitt Leland Orser Crime Drama Mystery Thriller
David Fincher,Kristen Stewart,Dwight Yoakam,Mel Rodriguez,Crime Drama Thriller,panic room,David Fincher Kristen Stewart Dwight Yoakam Mel Rodriguez Crime Drama Thriller
Chuck Bowman,P.J. Soles,Lochlyn Munro,Steve Bacic,Horror Thriller,the tooth fairy,Chuck Bowman P.J. Soles Lochlyn Munro Steve Bacic Horror Thriller
David O. Russell,Judy Greer,Jamie Kennedy,Mykelti Williamson,Action Adventure Comedy Drama War,three kings,David O. Russell Judy Greer Jamie Kennedy Mykelti Williamson Action Adventure Comedy Drama War
Daniel Espinosa,Tom Hardy,Fares Fares,Michael Nardone,Crime Drama Thriller,child 44,Daniel Espinosa Tom Hardy Fares Fares Michael Nardone Crime Drama Thriller
Jerry Zucker,Corinna Harney,Douglas Haase,Vince Vieluf,Adventure Comedy,rat race,Jerry Zucker Corinna Harney Douglas Haase Vince Vieluf Adventure Comedy
Iain Softley,Kevin Spacey,Jeff Bridges,Alfre Woodard,Drama Mystery Sci-Fi,k-pax,Iain Softley Kevin Spacey Jeff Bridges Alfre Woodard Drama Mystery Sci-Fi
James Mangold,Hugh Jackman,Natasha Lyonne,Bradley Whitford,Comedy Fantasy Romance,kate & leopold,James Mangold Hugh Jackman Natasha Lyonne Bradley Whitford Comedy Fantasy Romance
Harold Ramis,Brendan Fraser,Frances O'Connor,Brian Doyle-Murray,Comedy Fantasy Romance,bedazzled,Harold Ramis Brendan Fraser Frances O'Connor Brian Doyle-Murray Comedy Fantasy Romance
Francis Ford Coppola,Nicolas Cage,Bob Hoskins,Fred Gwynne,Crime Drama Music,the cotton club,Francis Ford Coppola Nicolas Cage Bob Hoskins Fred Gwynne Crime Drama Music
James Mangold,Christian Bale,Logan Lerman,Gretchen Mol,Adventure Crime Drama Western,3:10 to yuma,James Mangold Christian Bale Logan Lerman Gretchen Mol Adventure Crime Drama Western
Olivier Megaton,Liam Neeson,Dougray Scott,Jon Gries,Action Thriller,taken 3,Olivier Megaton Liam Neeson Dougray Scott Jon Gries Action Thriller
Steven Soderbergh,Don Cheadle,Albert Brooks,Keith Hudson,Crime Drama Romance Thriller,out of sight,Steven Soderbergh Don Cheadle Albert Brooks Keith Hudson Crime Drama Romance Thriller
Ben Stiller,Matthew Broderick,Janeane Garofalo,Andy Dick,Comedy Drama Thriller,the cable guy,Ben Stiller Matthew Broderick Janeane Garofalo Andy Dick Comedy Drama Thriller
Deepa Mehta,Nandita Das,Gulshan Grover,Eric Peterson,Drama Romance War,earth,Deepa Mehta Nandita Das Gulshan Grover Eric Peterson Drama Romance War
Warren Beatty,Charlie Korsmo,Warren Beatty,Seymour Cassel,Action Comedy Crime Music Romance Thriller,dick tracy,Warren Beatty Charlie Korsmo Warren Beatty Seymour Cassel Action Comedy Crime Music Romance Thriller
John McTiernan,Mark Margolis,Faye Dunaway,Denis Leary,Crime Romance Thriller,the thomas crown affair,John McTiernan Mark Margolis Faye Dunaway Denis Leary Crime Romance Thriller
Penny Marshall,Rosie Perez,Adam Garcia,Alissa Dean,Biography Comedy Drama,riding in cars with boys,Penny Marshall Rosie Perez Adam Garcia Alissa Dean Biography Comedy Drama
Andrei Tarkovsky,Donatas Banionis,Anatoliy Solonitsyn,Natalya Bondarchuk,Drama Mystery Sci-Fi,solaris,Andrei Tarkovsky Donatas Banionis Anatoliy Solonitsyn Natalya Bondarchuk Drama Mystery Sci-Fi
Paul Bolger,Sarah Michelle Gellar,George Carlin,Rob Paulsen,Adventure Animation Comedy Family Fantasy,happily n'ever after,Paul Bolger Sarah Michelle Gellar George Carlin Rob Paulsen Adventure Animation Comedy Family Fantasy
Stephen Frears,Julia Roberts,Bronagh Gallagher,George Cole,Drama Horror Romance Thriller,mary reilly,Stephen Frears Julia Roberts Bronagh Gallagher George Cole Drama Horror Romance Thriller
P.J. Hogan,Julia Roberts,Christopher Masterson,Rupert Everett,Comedy Romance,my best friend's wedding,P.J. Hogan Julia Roberts Christopher Masterson Rupert Everett Comedy Romance
Joe Roth,Julia Roberts,Rainn Wilson,Larry King,Comedy Romance,america's sweethearts,Joe Roth Julia Roberts Rainn Wilson Larry King Comedy Romance
Christopher Nolan,Al Pacino,Maura Tierney,Crystal Lowe,Drama Mystery Thriller,insomnia,Christopher Nolan Al Pacino Maura Tierney Crystal Lowe Drama Mystery Thriller
Jonathan Frakes,LeVar Burton,Alfre Woodard,Jonathan Frakes,Action Adventure Drama Sci-Fi Thriller,star trek: first contact,Jonathan Frakes LeVar Burton Alfre Woodard Jonathan Frakes Action Adventure Drama Sci-Fi Thriller
Jimmy Hayward,Michael Fassbender,Billy Blair,Julia Jones,Action Drama Fantasy Thriller Western,jonah hex,Jimmy Hayward Michael Fassbender Billy Blair Julia Jones Action Drama Fantasy Thriller Western
Edward Zwick,Denzel Washington,Matt Damon,Scott Glenn,Action Drama Mystery Thriller War,courage under fire,Edward Zwick Denzel Washington Matt Damon Scott Glenn Action Drama Mystery Thriller War
Tom Shadyac,Maura Tierney,Swoosie Kurtz,Randall 'Tex' Cobb,Comedy Fantasy Romance,liar liar,Tom Shadyac Maura Tierney Swoosie Kurtz Randall 'Tex' Cobb Comedy Fantasy Romance
Brad Furman,Joseph Gilgun,Amy Ryan,Olympia Dukakis,Biography Crime Drama Thriller,the infiltrator,Brad Furman Joseph Gilgun Amy Ryan Olympia Dukakis Biography Crime Drama Thriller
Terence Young,Laurence Olivier,Ben Gazzara,Jacqueline Bisset,Drama History War,inchon,Terence Young Laurence Olivier Ben Gazzara Jacqueline Bisset Drama History War
Brian Levant,Jonathan Winters,Elizabeth Perkins,Harvey Korman,Comedy Family Fantasy,the flintstones,Brian Levant Jonathan Winters Elizabeth Perkins Harvey Korman Comedy Family Fantasy
Olivier Megaton,Liam Neeson,Luke Grimes,D.B. Sweeney,Action Crime Thriller,taken 2,Olivier Megaton Liam Neeson Luke Grimes D.B. Sweeney Action Crime Thriller
David Zucker,Regina Hall,Pamela Anderson,Jenny McCarthy,Comedy,scary movie 3,David Zucker Regina Hall Pamela Anderson Jenny McCarthy Comedy
Donald Petrie,Candice Bergen,Wendy Raquel Robinson,Heather Burns,Action Comedy Crime Romance,miss congeniality,Donald Petrie Candice Bergen Wendy Raquel Robinson Heather Burns Action Comedy Crime Romance
Eric Brevig,Josh Hutcherson,Brendan Fraser,Anita Briem,Action Adventure Family Fantasy Sci-Fi,journey to the center of the earth,Eric Brevig Josh Hutcherson Brendan Fraser Anita Briem Action Adventure Family Fantasy Sci-Fi
Garry Marshall,Anne Hathaway,Raven-Symoné,Hector Elizondo,Comedy Family Romance,the princess diaries 2: royal engagement,Garry Marshall Anne Hathaway Raven-Symoné Hector Elizondo Comedy Family Romance
Alan J. Pakula,Denzel Washington,Julia Roberts,Tony Goldwyn,Crime Drama Mystery Thriller,the pelican brief,Alan J. Pakula Denzel Washington Julia Roberts Tony Goldwyn Crime Drama Mystery Thriller
Joel Schumacher,Bradley Whitford,Anthony LaPaglia,Brad Renfro,Crime Drama Mystery Thriller,the client,Joel Schumacher Bradley Whitford Anthony LaPaglia Brad Renfro Crime Drama Mystery Thriller
Rob Reiner,Morgan Freeman,Noel Gugliemi,Sean Hayes,Adventure Comedy Drama,the bucket list,Rob Reiner Morgan Freeman Noel Gugliemi Sean Hayes Adventure Comedy Drama
Phillip Noyce,Harrison Ford,Polly Walker,Patrick Bergin,Action Thriller,patriot games,Phillip Noyce Harrison Ford Polly Walker Patrick Bergin Action Thriller
Robert Luketic,Adam Scott,Jane Fonda,Elaine Stritch,Comedy Romance,monster-in-law,Robert Luketic Adam Scott Jane Fonda Elaine Stritch Comedy Romance
Denis Villeneuve,Hugh Jackman,Jake Gyllenhaal,Dylan Minnette,Crime Drama Mystery Thriller,prisoners,Denis Villeneuve Hugh Jackman Jake Gyllenhaal Dylan Minnette Crime Drama Mystery Thriller
Antoine Fuqua,Denzel Washington,Snoop Dogg,Tom Berenger,Crime Drama Thriller,training day,Antoine Fuqua Denzel Washington Snoop Dogg Tom Berenger Crime Drama Thriller
Dean Parisot,Alan Rickman,Enrico Colantoni,Robin Sachs,Adventure Comedy Sci-Fi,galaxy quest,Dean Parisot Alan Rickman Enrico Colantoni Robin Sachs Adventure Comedy Sci-Fi
Keenen Ivory Wayans,Natasha Lyonne,Veronica Cartwright,Andy Richter,Comedy,scary movie 2,Keenen Ivory Wayans Natasha Lyonne Veronica Cartwright Andy Richter Comedy
James Bobin,Bill Cobbs,Eric Jacobson,Steve Whitmire,Adventure Comedy Family Musical,the muppets,James Bobin Bill Cobbs Eric Jacobson Steve Whitmire Adventure Comedy Family Musical
Stephen Norrington,Sanaa Lathan,Traci Lords,Udo Kier,Action Horror,blade,Stephen Norrington Sanaa Lathan Traci Lords Udo Kier Action Horror
Thomas Carter,Channing Tatum,Rick Gonzalez,Robert Ri'chard,Drama Sport,coach carter,Thomas Carter Channing Tatum Rick Gonzalez Robert Ri'chard Drama Sport
Roger Michell,Sydney Pollack,Matt Malloy,Bruce Altman,Drama Thriller,changing lanes,Roger Michell Sydney Pollack Matt Malloy Bruce Altman Drama Thriller
Luis Llosa,Frank Welker,Eric Stoltz,Kari Wuhrer,Action Adventure Horror Thriller,anaconda,Luis Llosa Frank Welker Eric Stoltz Kari Wuhrer Action Adventure Horror Thriller
David McNally,Adam Garcia,Tyra Banks,Izabella Miko,Comedy Drama Music Romance,coyote ugly,David McNally Adam Garcia Tyra Banks Izabella Miko Comedy Drama Music Romance
